TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,NEIGHBOURHOOD,Latitude,Longitude
Terrorism,2018,11,23,21,39,Thika,-1.048427594,37.07454568
Carjacking,2020,6,6,16,11,Uhuru Park,-1.291912768,36.81687435
Drug Charges,2020,3,31,23,36,South B,-1.309572883,36.83095113
Terrorism,2018,8,20,18,10,Parklands,-1.259163055,36.8206743
Carjacking,2018,6,9,23,45,Kibera,-1.313956462,36.79674767
Fraud,2018,11,20,14,53,Kahawa West,-1.187060648,36.8999232
Terrorism,2017,11,4,16,24,Kibera,-1.313377257,36.79784201
Sexual Assault,2018,6,23,15,11,Kibera,-1.314278242,36.79372214
Sexual Assault,2020,4,7,20,12,Githurai,-1.203965613,36.91241157
Armed Robbery,2018,7,4,15,37,Kibera,-1.314278242,36.79372214
Road Carnage,2017,10,1,16,4,Kibera,-1.310631395,36.79153345
Fraud,2019,5,8,19,19,Githurai,-1.204866636,36.92777526
Armed Robbery,2017,12,16,10,38,Thika,-1.028089061,37.06853754
Pick Pocketing,2017,7,14,0,29,Ngong,-1.366907424,36.67197658
Fraud,2019,6,7,8,14,Thika,-1.03581257,37.08390123
Terrorism,2017,8,4,18,60,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2017,7,10,21,57,Ngong,-1.366907424,36.67197658
Fraud,2018,1,12,15,36,South B,-1.314378142,36.83863298
Pick Pocketing,2020,2,29,15,6,South C,-1.315895748,36.82659496
Fraud,2018,8,22,7,8,Kibera,-1.313377257,36.79784201
Pick Pocketing,2018,11,21,1,15,South B,-1.309572883,36.83095113
Fraud,2018,12,3,5,29,Parklands,-1.25514071,36.80907643
Terrorism,2018,8,17,0,5,Uhuru Park,-1.29116194,36.81595167
Fraud,2019,7,14,3,41,South B,-1.315525825,36.83550016
Armed Robbery,2017,12,19,0,33,South B,-1.309572883,36.83095113
Carjacking,2018,10,6,6,52,UpperHill,-1.298163388,36.81816375
Drug Charges,2017,1,12,20,14,Kibera,-1.313377257,36.79784201
Drug Charges,2017,3,29,16,26,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2018,5,11,16,2,Uhuru Park,-1.29116194,36.81595167
Sexual Assault,2019,9,7,20,37,Thika,-1.048427594,37.07454568
Fraud,2018,7,12,15,59,Thika,-1.028089061,37.06853754
Carjacking,2017,3,7,10,54,Thika,-1.03581257,37.08390123
Drug Charges,2020,5,4,10,30,Githurai,-1.204866636,36.92777526
Pick Pocketing,2020,7,10,13,36,Thika,-1.048427594,37.07454568
Fraud,2018,4,16,10,43,Kahawa West,-1.188605268,36.89691913
Road Carnage,2018,12,8,3,21,Uhuru Park,-1.288523315,36.81737861
Road Carnage,2018,2,19,24,1,South C,-1.309374327,36.82633747
Drug Charges,2019,6,20,8,40,UpperHill,-1.298549527,36.81274569
Sexual Assault,2018,3,22,5,49,UpperHill,-1.298549527,36.81274569
Pick Pocketing,2018,4,30,16,6,Parklands,-1.25514071,36.80907643
Carjacking,2018,5,6,5,6,UpperHill,-1.298549527,36.81274569
Road Carnage,2018,1,31,15,56,Parklands,-1.25514071,36.80907643
Carjacking,2018,7,20,20,50,Githurai,-1.210787637,36.91850554
Armed Robbery,2017,10,24,11,50,UpperHill,-1.30067329,36.81582487
Fraud,2017,7,14,4,49,Ngong,-1.349746111,36.65120556
Fraud,2020,5,15,0,30,South C,-1.315895748,36.82659496
Armed Robbery,2017,10,8,7,16,Githurai,-1.203064589,36.9597901
Carjacking,2018,5,19,11,35,UpperHill,-1.30067329,36.81582487
Sexual Assault,2019,3,6,24,23,Kibera,-1.313956462,36.79674767
Drug Charges,2018,6,10,12,50,Ngong,-1.349746111,36.65120556
Drug Charges,2020,4,10,17,54,Thika,-1.03581257,37.08390123
Sexual Assault,2020,10,31,9,60,Ngong,-1.349746111,36.65120556
Pick Pocketing,2017,8,12,13,58,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2020,11,7,0,50,Uhuru Park,-1.29116194,36.81595167
Fraud,2019,2,4,23,39,Githurai,-1.203965613,36.91241157
Terrorism,2020,11,3,14,13,South B,-1.314378142,36.83863298
Armed Robbery,2019,7,3,11,5,UpperHill,-1.298549527,36.81274569
Sexual Assault,2020,4,25,2,10,Githurai,-1.203965613,36.91241157
Armed Robbery,2017,9,17,9,9,Uhuru Park,-1.291912768,36.81687435
Carjacking,2017,3,28,14,32,Kahawa West,-1.188605268,36.89691913
Pick Pocketing,2018,6,15,8,19,South C,-1.315895748,36.82659496
Armed Robbery,2020,7,21,1,11,Githurai,-1.204866636,36.92777526
Pick Pocketing,2020,3,22,0,1,Githurai,-1.204866636,36.92777526
Terrorism,2020,2,7,23,54,Uhuru Park,-1.291912768,36.81687435
Drug Charges,2017,3,14,13,44,South C,-1.312034383,36.82256092
Terrorism,2019,9,9,18,31,South B,-1.309572883,36.83095113
Sexual Assault,2017,3,4,13,26,South B,-1.309873212,36.83713094
Sexual Assault,2020,5,17,2,53,South C,-1.327222385,36.83938373
Armed Robbery,2017,6,20,11,25,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2018,7,17,20,51,Kibera,-1.313956462,36.79674767
Carjacking,2017,2,16,5,22,UpperHill,-1.299707944,36.80938757
Carjacking,2018,9,10,8,39,Parklands,-1.259163055,36.8206743
Carjacking,2020,2,29,14,56,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2019,10,1,16,54,Githurai,-1.210787637,36.91850554
Armed Robbery,2020,6,23,0,56,South C,-1.327222385,36.83938373
Terrorism,2017,4,30,12,16,South B,-1.309873212,36.83713094
Sexual Assault,2018,5,16,16,56,Kibera,-1.313377257,36.79784201
Sexual Assault,2020,1,25,1,5,Kahawa West,-1.181697376,36.90348517
Drug Charges,2019,7,11,7,10,South C,-1.309374327,36.82633747
Sexual Assault,2018,7,16,2,46,Kibera,-1.3159515,36.79043911
Armed Robbery,2018,2,13,9,18,Kibera,-1.3159515,36.79043911
Carjacking,2020,9,23,20,44,Kibera,-1.313377257,36.79784201
Fraud,2019,2,16,14,37,Githurai,-1.203064589,36.9597901
Carjacking,2018,4,6,20,60,Githurai,-1.203965613,36.91241157
Carjacking,2018,7,16,16,10,South B,-1.314378142,36.83863298
Sexual Assault,2018,2,18,9,3,South C,-1.312034383,36.82256092
Terrorism,2017,6,19,19,12,Kahawa West,-1.188605268,36.89691913
Pick Pocketing,2018,2,5,22,58,Githurai,-1.204866636,36.92777526
Road Carnage,2017,11,19,8,45,Ngong,-1.375659647,36.6759248
Armed Robbery,2017,5,29,15,28,UpperHill,-1.298549527,36.81274569
Armed Robbery,2017,6,25,12,15,Kibera,-1.313956462,36.79674767
Drug Charges,2020,10,29,10,6,UpperHill,-1.298549527,36.81274569
Pick Pocketing,2018,1,15,23,6,South B,-1.309572883,36.83095113
Sexual Assault,2018,3,3,15,8,Ngong,-1.366907424,36.67197658
Drug Charges,2020,7,17,5,13,Kahawa West,-1.186717399,36.9032706
Armed Robbery,2017,10,10,10,41,Parklands,-1.260482383,36.80860436
Terrorism,2017,7,27,20,56,South B,-1.309572883,36.83095113
Terrorism,2018,12,24,0,32,UpperHill,-1.298549527,36.81274569
Terrorism,2017,5,8,11,25,Kibera,-1.313377257,36.79784201
Carjacking,2017,2,23,19,1,Parklands,-1.261286851,36.81704796
Armed Robbery,2020,6,3,0,41,UpperHill,-1.298549527,36.81274569
Sexual Assault,2018,6,1,2,43,Uhuru Park,-1.291912768,36.81687435
Armed Robbery,2020,3,22,3,49,Uhuru Park,-1.29116194,36.81595167
Road Carnage,2018,2,11,5,21,Thika,-1.055464524,37.10123903
Terrorism,2020,4,9,10,27,Kibera,-1.314278242,36.79372214
Armed Robbery,2018,4,26,3,31,Kibera,-1.3159515,36.79043911
Armed Robbery,2018,7,12,23,44,UpperHill,-1.298549527,36.81274569
Terrorism,2018,5,14,22,18,South B,-1.309572883,36.83095113
Pick Pocketing,2019,11,29,17,25,Uhuru Park,-1.291912768,36.81687435
Drug Charges,2019,9,20,6,9,Uhuru Park,-1.2903935,36.8165834
Fraud,2018,12,24,21,41,South C,-1.312034383,36.82256092
Fraud,2017,5,3,19,25,Githurai,-1.204866636,36.92777526
Sexual Assault,2017,10,13,3,23,Ngong,-1.375659647,36.6759248
Carjacking,2018,3,22,5,15,Kahawa West,-1.186717399,36.9032706
Drug Charges,2019,9,19,5,2,Kibera,-1.310631395,36.79153345
Carjacking,2017,8,19,0,31,Parklands,-1.261286851,36.81704796
Carjacking,2019,5,17,12,34,Ngong,-1.375659647,36.6759248
Terrorism,2020,9,25,18,30,Parklands,-1.259163055,36.8206743
Fraud,2017,7,2,23,58,Kibera,-1.3159515,36.79043911
Sexual Assault,2019,1,25,5,26,Parklands,-1.260482383,36.80860436
Sexual Assault,2018,8,19,22,59,Ngong,-1.349746111,36.65120556
Carjacking,2017,10,23,12,58,Thika,-1.048427594,37.07454568
Fraud,2020,2,7,12,43,Kibera,-1.310631395,36.79153345
Fraud,2020,4,19,19,39,UpperHill,-1.298163388,36.81816375
Armed Robbery,2018,2,25,3,39,Parklands,-1.25514071,36.80907643
Drug Charges,2019,6,19,4,15,Githurai,-1.203965613,36.91241157
Carjacking,2018,12,20,19,6,South C,-1.309374327,36.82633747
Fraud,2020,3,28,8,51,South B,-1.309572883,36.83095113
Carjacking,2018,2,1,7,24,UpperHill,-1.299707944,36.80938757
Road Carnage,2017,11,22,0,29,Ngong,-1.349746111,36.65120556
Pick Pocketing,2019,10,19,0,23,Kahawa West,-1.186717399,36.9032706
Carjacking,2018,6,22,8,11,Thika,-1.048427594,37.07454568
Pick Pocketing,2020,9,10,14,5,UpperHill,-1.299707944,36.80938757
Pick Pocketing,2019,4,4,3,50,Parklands,-1.260482383,36.80860436
Carjacking,2020,8,29,9,45,South C,-1.327222385,36.83938373
Road Carnage,2017,10,30,1,32,UpperHill,-1.298549527,36.81274569
Road Carnage,2018,12,14,17,35,Kahawa West,-1.188605268,36.89691913
Terrorism,2018,8,24,17,5,Ngong,-1.349746111,36.65120556
Pick Pocketing,2017,2,9,24,8,Uhuru Park,-1.291912768,36.81687435
Fraud,2018,1,19,12,24,Githurai,-1.204866636,36.92777526
Fraud,2018,9,4,17,59,Kibera,-1.313956462,36.79674767
Pick Pocketing,2020,4,6,21,12,Ngong,-1.349746111,36.65120556
Pick Pocketing,2019,11,30,24,20,South B,-1.309873212,36.83713094
Drug Charges,2018,5,28,2,4,Kahawa West,-1.181697376,36.90348517
Armed Robbery,2017,3,19,21,6,South B,-1.309572883,36.83095113
Pick Pocketing,2018,11,16,1,40,Kahawa West,-1.181697376,36.90348517
Road Carnage,2020,12,6,22,19,Kibera,-1.314278242,36.79372214
Fraud,2017,12,13,6,50,Kahawa West,-1.187060648,36.8999232
Road Carnage,2020,3,20,3,3,Kibera,-1.3159515,36.79043911
Road Carnage,2017,8,6,2,21,Kahawa West,-1.187060648,36.8999232
Armed Robbery,2018,1,31,23,15,Kibera,-1.314278242,36.79372214
Road Carnage,2019,6,19,4,3,Ngong,-1.361415817,36.66742756
Carjacking,2017,4,11,24,60,Parklands,-1.259163055,36.8206743
Fraud,2020,8,26,4,47,Uhuru Park,-1.2903935,36.8165834
Carjacking,2017,11,3,13,20,South B,-1.315525825,36.83550016
Sexual Assault,2017,6,2,8,43,Uhuru Park,-1.291912768,36.81687435
Drug Charges,2019,7,8,3,54,UpperHill,-1.298163388,36.81816375
Sexual Assault,2019,3,15,10,54,South B,-1.315525825,36.83550016
Carjacking,2017,4,16,24,28,Uhuru Park,-1.2903935,36.8165834
Armed Robbery,2019,5,27,9,10,Parklands,-1.259163055,36.8206743
Fraud,2019,2,21,24,6,Ngong,-1.361415817,36.66742756
Armed Robbery,2017,8,3,18,16,Thika,-1.048427594,37.07454568
Carjacking,2019,3,9,23,13,Parklands,-1.259163055,36.8206743
Drug Charges,2020,12,24,22,6,South B,-1.315525825,36.83550016
Armed Robbery,2018,2,3,14,39,UpperHill,-1.298549527,36.81274569
Drug Charges,2017,11,29,5,12,Ngong,-1.349746111,36.65120556
Armed Robbery,2018,5,5,11,59,Kahawa West,-1.188605268,36.89691913
Carjacking,2017,3,24,18,30,Kibera,-1.314278242,36.79372214
Pick Pocketing,2019,12,27,14,17,UpperHill,-1.30067329,36.81582487
Drug Charges,2017,1,22,14,57,Kibera,-1.310631395,36.79153345
Fraud,2018,9,14,5,46,Ngong,-1.361415817,36.66742756
Road Carnage,2017,8,29,3,43,Kibera,-1.313377257,36.79784201
Drug Charges,2019,9,3,6,15,Kibera,-1.3159515,36.79043911
Carjacking,2018,10,16,17,60,Githurai,-1.203064589,36.9597901
Fraud,2018,2,22,5,37,Kahawa West,-1.187060648,36.8999232
Sexual Assault,2017,12,12,19,11,Githurai,-1.210787637,36.91850554
Armed Robbery,2018,1,4,21,30,Thika,-1.055464524,37.10123903
Sexual Assault,2018,8,24,0,55,Kahawa West,-1.181697376,36.90348517
Sexual Assault,2019,6,8,18,33,UpperHill,-1.298163388,36.81816375
Sexual Assault,2017,12,26,19,48,South C,-1.327136577,36.82569374
Road Carnage,2020,6,15,10,45,Kibera,-1.310631395,36.79153345
Drug Charges,2017,9,7,16,13,Kibera,-1.313377257,36.79784201
Road Carnage,2018,11,4,15,13,Githurai,-1.203965613,36.91241157
Pick Pocketing,2020,12,24,15,9,UpperHill,-1.298549527,36.81274569
Armed Robbery,2017,9,16,16,6,Kahawa West,-1.187060648,36.8999232
Terrorism,2017,5,8,22,27,South B,-1.309572883,36.83095113
Drug Charges,2018,12,8,6,42,Ngong,-1.366907424,36.67197658
Fraud,2020,2,24,5,34,Parklands,-1.259163055,36.8206743
Road Carnage,2017,2,23,15,34,UpperHill,-1.298163388,36.81816375
Drug Charges,2017,12,4,16,20,Githurai,-1.203064589,36.9597901
Armed Robbery,2017,2,11,12,19,UpperHill,-1.30067329,36.81582487
Carjacking,2019,7,4,3,32,Parklands,-1.259163055,36.8206743
Terrorism,2018,4,14,5,7,Githurai,-1.204866636,36.92777526
Armed Robbery,2020,7,7,18,17,South B,-1.314378142,36.83863298
Armed Robbery,2020,8,2,11,32,South C,-1.312034383,36.82256092
Sexual Assault,2017,11,9,6,11,Ngong,-1.361415817,36.66742756
Pick Pocketing,2020,4,3,12,0,South C,-1.327222385,36.83938373
Terrorism,2017,9,20,23,45,Githurai,-1.204866636,36.92777526
Pick Pocketing,2018,10,6,3,55,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2019,5,27,11,45,Uhuru Park,-1.288523315,36.81737861
Pick Pocketing,2018,11,8,1,60,Parklands,-1.259163055,36.8206743
Road Carnage,2020,8,1,5,17,Ngong,-1.366907424,36.67197658
Fraud,2020,8,25,13,4,Uhuru Park,-1.288523315,36.81737861
Drug Charges,2017,3,5,4,54,Ngong,-1.349746111,36.65120556
Fraud,2017,11,19,17,49,UpperHill,-1.298163388,36.81816375
Pick Pocketing,2018,1,20,1,22,Uhuru Park,-1.291912768,36.81687435
Terrorism,2020,3,23,18,50,South C,-1.315895748,36.82659496
Road Carnage,2017,7,20,12,50,Kahawa West,-1.186717399,36.9032706
Pick Pocketing,2019,1,4,20,28,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2018,11,16,7,25,Kibera,-1.314278242,36.79372214
Drug Charges,2018,5,4,0,35,Parklands,-1.25514071,36.80907643
Carjacking,2017,11,4,9,4,South B,-1.315525825,36.83550016
Road Carnage,2020,2,27,15,44,Kibera,-1.313956462,36.79674767
Drug Charges,2017,6,20,16,49,Ngong,-1.349746111,36.65120556
Road Carnage,2020,11,7,14,39,Kahawa West,-1.188605268,36.89691913
Fraud,2018,12,11,19,8,Kahawa West,-1.187060648,36.8999232
Armed Robbery,2019,7,29,19,13,South B,-1.314378142,36.83863298
Fraud,2020,10,1,16,47,South C,-1.309374327,36.82633747
Road Carnage,2018,10,8,24,4,South C,-1.309374327,36.82633747
Drug Charges,2017,1,31,9,30,Kibera,-1.3159515,36.79043911
Pick Pocketing,2019,12,4,12,59,Kibera,-1.3159515,36.79043911
Fraud,2019,6,16,6,45,Ngong,-1.375659647,36.6759248
Road Carnage,2017,1,8,6,59,Githurai,-1.210787637,36.91850554
Pick Pocketing,2019,1,30,16,34,Kibera,-1.314278242,36.79372214
Terrorism,2017,10,20,21,9,Parklands,-1.260482383,36.80860436
Fraud,2019,7,31,0,53,Thika,-1.048427594,37.07454568
Road Carnage,2018,3,17,19,6,Parklands,-1.25514071,36.80907643
Road Carnage,2018,4,30,16,18,Kibera,-1.3159515,36.79043911
Pick Pocketing,2019,3,15,12,15,Kahawa West,-1.186717399,36.9032706
Pick Pocketing,2017,6,1,18,21,Kibera,-1.314278242,36.79372214
Terrorism,2020,3,20,3,51,South C,-1.315895748,36.82659496
Terrorism,2018,4,4,16,17,Thika,-1.055464524,37.10123903
Terrorism,2017,2,30,1,9,Kahawa West,-1.188605268,36.89691913
Terrorism,2018,11,4,10,6,Kahawa West,-1.186717399,36.9032706
Armed Robbery,2020,2,17,20,8,South B,-1.309572883,36.83095113
Road Carnage,2020,3,30,3,42,Thika,-1.048427594,37.07454568
Armed Robbery,2019,3,11,1,41,UpperHill,-1.30067329,36.81582487
Sexual Assault,2018,10,7,4,28,Thika,-1.028089061,37.06853754
Armed Robbery,2019,7,30,9,23,Parklands,-1.259163055,36.8206743
Fraud,2018,7,4,14,57,South B,-1.314378142,36.83863298
Armed Robbery,2019,1,20,17,29,Kibera,-1.3159515,36.79043911
Road Carnage,2017,12,7,23,53,Kibera,-1.310631395,36.79153345
Armed Robbery,2018,1,19,1,18,Githurai,-1.210787637,36.91850554
Fraud,2018,7,4,7,30,Githurai,-1.203965613,36.91241157
Fraud,2018,1,2,21,1,Uhuru Park,-1.2903935,36.8165834
Terrorism,2019,6,30,15,45,Parklands,-1.259163055,36.8206743
Drug Charges,2017,3,14,19,57,Parklands,-1.260482383,36.80860436
Terrorism,2017,4,23,10,10,South C,-1.309374327,36.82633747
Terrorism,2020,4,8,20,37,Uhuru Park,-1.288523315,36.81737861
Fraud,2018,5,25,6,57,UpperHill,-1.298549527,36.81274569
Terrorism,2018,3,31,6,11,Thika,-1.048427594,37.07454568
Sexual Assault,2017,11,26,17,33,Kahawa West,-1.188605268,36.89691913
Armed Robbery,2020,7,24,16,44,Githurai,-1.204866636,36.92777526
Drug Charges,2018,2,19,7,40,Kibera,-1.313377257,36.79784201
Armed Robbery,2019,2,13,19,53,Kahawa West,-1.188605268,36.89691913
Fraud,2020,11,25,2,38,Kibera,-1.3159515,36.79043911
Drug Charges,2019,12,10,15,21,Kibera,-1.310631395,36.79153345
Fraud,2019,10,28,8,22,Kibera,-1.313956462,36.79674767
Road Carnage,2017,1,15,8,10,Kahawa West,-1.187060648,36.8999232
Armed Robbery,2017,5,11,20,44,Ngong,-1.349746111,36.65120556
Terrorism,2018,1,13,13,6,Githurai,-1.203064589,36.9597901
Road Carnage,2020,8,1,0,56,Kahawa West,-1.181697376,36.90348517
Sexual Assault,2017,7,19,15,13,Kibera,-1.313377257,36.79784201
Drug Charges,2019,6,6,4,14,UpperHill,-1.298163388,36.81816375
Armed Robbery,2019,10,23,2,10,Githurai,-1.210787637,36.91850554
Road Carnage,2019,4,25,6,39,Uhuru Park,-1.288523315,36.81737861
Terrorism,2019,6,16,4,9,Githurai,-1.203064589,36.9597901
Terrorism,2018,9,24,1,2,South B,-1.315525825,36.83550016
Armed Robbery,2020,3,16,3,7,South C,-1.312034383,36.82256092
Fraud,2018,11,8,11,48,Kahawa West,-1.186717399,36.9032706
Armed Robbery,2018,8,16,3,44,South B,-1.309873212,36.83713094
Terrorism,2017,6,22,24,31,Uhuru Park,-1.291912768,36.81687435
Terrorism,2017,4,31,19,26,Uhuru Park,-1.288523315,36.81737861
Armed Robbery,2020,7,22,22,28,Githurai,-1.203965613,36.91241157
Terrorism,2017,4,29,0,5,South B,-1.315525825,36.83550016
Armed Robbery,2018,4,11,7,11,UpperHill,-1.298549527,36.81274569
Drug Charges,2017,8,20,1,54,Parklands,-1.259163055,36.8206743
Terrorism,2017,7,13,22,53,Githurai,-1.210787637,36.91850554
Pick Pocketing,2020,9,14,23,43,UpperHill,-1.299707944,36.80938757
Carjacking,2018,7,7,0,53,South B,-1.309873212,36.83713094
Armed Robbery,2020,1,23,12,41,Kibera,-1.310631395,36.79153345
Sexual Assault,2019,7,12,3,17,Kahawa West,-1.181697376,36.90348517
Road Carnage,2017,6,19,24,52,Kibera,-1.310631395,36.79153345
Sexual Assault,2019,1,25,13,36,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2017,10,28,0,16,Githurai,-1.203965613,36.91241157
Sexual Assault,2018,7,22,13,49,Githurai,-1.203965613,36.91241157
Fraud,2018,3,19,14,36,Kahawa West,-1.187060648,36.8999232
Drug Charges,2020,5,4,18,29,Githurai,-1.204866636,36.92777526
Road Carnage,2018,12,16,3,11,Githurai,-1.203965613,36.91241157
Carjacking,2017,8,29,22,47,Ngong,-1.366907424,36.67197658
Pick Pocketing,2018,12,22,13,37,Kahawa West,-1.187060648,36.8999232
Armed Robbery,2017,4,3,23,30,South B,-1.315525825,36.83550016
Armed Robbery,2017,12,9,18,24,Kibera,-1.3159515,36.79043911
Pick Pocketing,2018,6,21,17,32,Kibera,-1.313377257,36.79784201
Terrorism,2018,3,28,23,11,Thika,-1.048427594,37.07454568
Drug Charges,2017,6,23,1,1,Uhuru Park,-1.2903935,36.8165834
Carjacking,2018,2,16,4,19,Ngong,-1.375659647,36.6759248
Armed Robbery,2020,7,1,5,11,Thika,-1.03581257,37.08390123
Pick Pocketing,2017,11,3,23,52,South B,-1.314378142,36.83863298
Drug Charges,2018,10,14,7,18,Kahawa West,-1.181697376,36.90348517
Carjacking,2018,6,29,11,40,Ngong,-1.375659647,36.6759248
Pick Pocketing,2020,10,27,1,51,Uhuru Park,-1.29116194,36.81595167
Fraud,2017,10,13,14,24,Kibera,-1.3159515,36.79043911
Road Carnage,2020,4,19,5,48,South B,-1.309873212,36.83713094
Sexual Assault,2018,4,8,22,44,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2018,1,29,9,8,South B,-1.309572883,36.83095113
Pick Pocketing,2018,6,17,18,36,South B,-1.314378142,36.83863298
Armed Robbery,2017,12,28,14,25,UpperHill,-1.298549527,36.81274569
Terrorism,2019,10,8,14,39,Parklands,-1.259163055,36.8206743
Road Carnage,2017,11,4,13,39,Kibera,-1.310631395,36.79153345
Fraud,2019,4,30,19,21,UpperHill,-1.299707944,36.80938757
Carjacking,2018,7,1,7,31,Uhuru Park,-1.291912768,36.81687435
Armed Robbery,2017,11,1,6,37,Githurai,-1.203965613,36.91241157
Armed Robbery,2017,12,6,10,10,Githurai,-1.203965613,36.91241157
Carjacking,2018,2,16,2,5,Kahawa West,-1.187060648,36.8999232
Drug Charges,2018,4,2,16,14,Githurai,-1.210787637,36.91850554
Terrorism,2018,11,17,24,49,Ngong,-1.375659647,36.6759248
Fraud,2019,2,2,12,52,Kahawa West,-1.187060648,36.8999232
Road Carnage,2018,1,8,20,9,Ngong,-1.349746111,36.65120556
Drug Charges,2017,7,11,12,45,South C,-1.315895748,36.82659496
Carjacking,2017,7,10,24,3,Ngong,-1.366907424,36.67197658
Armed Robbery,2020,11,7,6,47,South C,-1.315895748,36.82659496
Terrorism,2017,9,17,1,33,Ngong,-1.349746111,36.65120556
Drug Charges,2019,4,14,18,47,Githurai,-1.204866636,36.92777526
Terrorism,2018,1,12,17,50,Uhuru Park,-1.291912768,36.81687435
Sexual Assault,2020,10,24,8,22,Thika,-1.048427594,37.07454568
Road Carnage,2018,3,20,6,12,Githurai,-1.203064589,36.9597901
Armed Robbery,2020,4,14,11,2,South B,-1.309572883,36.83095113
Road Carnage,2019,2,2,14,6,South C,-1.309374327,36.82633747
Armed Robbery,2018,7,23,15,39,South C,-1.327136577,36.82569374
Carjacking,2020,7,10,1,1,UpperHill,-1.298549527,36.81274569
Road Carnage,2018,6,29,24,14,Parklands,-1.261286851,36.81704796
Drug Charges,2018,4,24,1,15,Uhuru Park,-1.29116194,36.81595167
Terrorism,2018,7,1,4,26,Kibera,-1.313956462,36.79674767
Terrorism,2020,9,16,7,51,South B,-1.309572883,36.83095113
Armed Robbery,2018,10,29,15,57,UpperHill,-1.298549527,36.81274569
Armed Robbery,2020,2,17,0,29,Ngong,-1.349746111,36.65120556
Sexual Assault,2017,2,2,14,30,Kibera,-1.314278242,36.79372214
Carjacking,2017,5,25,20,20,Uhuru Park,-1.288523315,36.81737861
Road Carnage,2018,5,3,9,36,UpperHill,-1.30067329,36.81582487
Road Carnage,2018,3,2,0,18,Uhuru Park,-1.29116194,36.81595167
Pick Pocketing,2017,9,22,4,3,Uhuru Park,-1.2903935,36.8165834
Armed Robbery,2019,11,22,19,39,Thika,-1.048427594,37.07454568
Drug Charges,2017,1,30,8,50,Githurai,-1.204866636,36.92777526
Sexual Assault,2017,5,6,15,22,South C,-1.315895748,36.82659496
Road Carnage,2019,7,6,12,30,Kahawa West,-1.187060648,36.8999232
Road Carnage,2018,11,24,12,3,Kahawa West,-1.186717399,36.9032706
Carjacking,2018,1,24,17,29,Kahawa West,-1.186717399,36.9032706
Fraud,2017,11,8,22,15,Uhuru Park,-1.291912768,36.81687435
Road Carnage,2017,7,18,19,45,Parklands,-1.261286851,36.81704796
Drug Charges,2017,2,30,6,47,Ngong,-1.361415817,36.66742756
Terrorism,2020,7,12,18,46,Kahawa West,-1.188605268,36.89691913
Pick Pocketing,2018,11,27,16,5,Uhuru Park,-1.29116194,36.81595167
Fraud,2020,4,9,18,26,Ngong,-1.366907424,36.67197658
Carjacking,2017,12,6,21,2,Kibera,-1.313956462,36.79674767
